trade_date,code
20240731,300595.SZ
20240731,000050.SZ
20240731,603298.SH
20240731,601155.SH
20240731,603228.SH
20240731,002683.SZ
20240731,600884.SH
20240731,002831.SZ
20240731,000778.SZ
20240731,300558.SZ
20240731,601098.SH
20240731,600755.SH
20240731,002487.SZ
20240731,603858.SH
20240731,688538.SH
20240731,603712.SH
20240731,600959.SH
20240731,002240.SZ
20240731,000739.SZ
20240731,600258.SH
20240731,600528.SH
20240731,002373.SZ
20240731,300748.SZ
20240731,000825.SZ
20240731,600483.SH
20240731,603882.SH
20240731,002572.SZ
20240731,603225.SH
20240731,002557.SZ
20240731,000987.SZ
20240731,002268.SZ
20240731,000709.SZ
20240731,601212.SH
20240731,600977.SH
20240731,688017.SH
20240731,002670.SZ
20240731,600906.SH
20240731,688220.SH
20240731,601928.SH
20240731,600968.SH
20240731,688005.SH
20240731,601399.SH
20240731,600378.SH
20240731,600056.SH
20240731,601598.SH
20240731,603688.SH
20240731,001286.SZ
20240731,002080.SZ
20240731,688301.SH
20240731,600062.SH
20240731,603379.SH
20240731,603456.SH
20240731,002531.SZ
20240731,002408.SZ
20240731,688200.SH
20240731,002266.SZ
20240731,601118.SH
20240731,300212.SZ
20240731,600871.SH
20240731,000155.SZ
20240731,002423.SZ
20240731,600517.SH
20240731,002368.SZ
20240731,603529.SH
20240731,688063.SH
20240731,603444.SH
20240731,688536.SH
20240731,002607.SZ
20240731,600208.SH
20240731,600663.SH
20240731,688567.SH
20240731,600022.SH
20240731,601965.SH
20240731,601608.SH
20240731,603737.SH
20240731,600500.SH
20240731,603650.SH
20240731,600578.SH
20240731,601019.SH
20240731,300776.SZ
20240731,688297.SH
20240731,600925.SH
20240731,603728.SH
20240731,300438.SZ
20240731,601106.SH
20240731,688561.SH
20240731,600612.SH
20240731,688032.SH
20240731,001227.SZ
20240731,600098.SH
20240731,000032.SZ
20240731,000785.SZ
20240731,600377.SH
20240731,600967.SH
20240731,600827.SH
20240731,601298.SH
20240731,603883.SH
20240731,601568.SH
20240731,688516.SH
20240731,300888.SZ
20240731,688349.SH
20240731,300357.SZ
20240731,000958.SZ
20240731,000559.SZ
20240731,002865.SZ
20240731,600315.SH
20240731,688425.SH
20240731,000937.SZ
20240731,603233.SH
20240731,003031.SZ
20240731,603707.SH
20240731,000156.SZ
20240731,601992.SH
20240731,603826.SH
20240731,603127.SH
20240731,603517.SH
20240731,600350.SH
20240731,688029.SH
20240731,300682.SZ
20240731,600095.SH
20240731,002690.SZ
20240731,600361.SH
20240731,000967.SZ
20240731,000537.SZ
20240731,002608.SZ
20240731,003022.SZ
20240731,002867.SZ
20240731,600339.SH
20240731,688778.SH
20240731,600032.SH
20240731,603218.SH
20240731,000898.SZ
20240731,688520.SH
20240731,688281.SH
20240731,301267.SZ
20240731,600126.SH
20240731,600481.SH
20240731,600808.SH
20240731,003035.SZ
20240731,000401.SZ
20240731,601228.SH
20240731,688331.SH
20240731,001872.SZ
20240731,688248.SH
20240731,002153.SZ
20240731,688475.SH
20240731,688779.SH
20240731,600299.SH
20240731,600928.SH
20240731,000959.SZ
20240731,603185.SH
20240731,002518.SZ
20240731,000539.SZ
20240731,688006.SH
20240731,600764.SH
20240731,002563.SZ
20240731,603786.SH
20240731,601139.SH
20240731,603056.SH
20240731,001203.SZ
20240731,688276.SH
20240731,603305.SH
20240731,300861.SZ
20240731,688172.SH
20240731,688387.SH
20240731,600927.SH
20240731,603317.SH
20240731,301029.SZ
20240731,000031.SZ
20240731,688348.SH
20240731,688375.SH
20240731,002791.SZ
20240731,688819.SH
20240731,688153.SH
20240731,601158.SH
20240731,002945.SZ
20240731,601858.SH
20240731,688107.SH
20240731,601828.SH
20240731,600956.SH
20240731,301165.SZ
20240731,688295.SH
20240731,603868.SH
20240830,300502.SZ
20240830,002028.SZ
20240830,600418.SH
20240830,601058.SH
20240830,002384.SZ
20240830,601077.SH
20240830,002340.SZ
20240830,000988.SZ
20240830,688169.SH
20240830,600988.SH
20240830,600066.SH
20240830,600096.SH
20240830,002625.SZ
20240830,601168.SH
20240830,300394.SZ
20240830,300207.SZ
20240830,688777.SH
20240830,002273.SZ
20240830,601555.SH
20240830,600157.SH
20240830,000630.SZ
20240830,600352.SH
20240830,000933.SZ
20240830,688617.SH
20240830,601567.SH
20240830,600079.SH
20240830,002202.SZ
20240830,000423.SZ
20240830,689009.SH
20240830,600885.SH
20240830,002078.SZ
20240830,601108.SH
20240830,002156.SZ
20240830,002738.SZ
20240830,002966.SZ
20240830,002185.SZ
20240830,000400.SZ
20240830,002138.SZ
20240830,601233.SH
20240830,600177.SH
20240830,002517.SZ
20240830,002223.SZ
20240830,603606.SH
20240830,601128.SH
20240830,301236.SZ
20240830,002128.SZ
20240830,002444.SZ
20240830,600879.SH
20240830,688120.SH
20240830,600873.SH
20240830,600109.SH
20240830,600298.SH
20240830,002532.SZ
20240830,600839.SH
20240830,600536.SH
20240830,688099.SH
20240830,002353.SZ
20240830,300136.SZ
20240830,600497.SH
20240830,600765.SH
20240830,300012.SZ
20240830,002797.SZ
20240830,300017.SZ
20240830,300002.SZ
20240830,603160.SH
20240830,601577.SH
20240830,002673.SZ
20240830,300037.SZ
20240830,002294.SZ
20240830,601990.SH
20240830,601162.SH
20240830,000728.SZ
20240830,601615.SH
20240830,002432.SZ
20240830,000932.SZ
20240830,000783.SZ
20240830,300395.SZ
20240830,688122.SH
20240830,600529.SH
20240830,300699.SZ
20240830,002008.SZ
20240830,002409.SZ
20240830,601198.SH
20240830,603596.SH
20240830,000878.SZ
20240830,002595.SZ
20240830,600862.SH
20240830,002465.SZ
20240830,000009.SZ
20240830,002436.SZ
20240830,603345.SH
20240830,600985.SH
20240830,000066.SZ
20240830,300474.SZ
20240830,002262.SZ
20240830,600642.SH
20240830,603979.SH
20240830,000738.SZ
20240830,000683.SZ
20240830,002739.SZ
20240830,600369.SH
20240830,601696.SH
20240830,600521.SH
20240830,601997.SH
20240830,300054.SZ
20240830,002064.SZ
20240830,601000.SH
20240830,600141.SH
20240830,600549.SH
20240830,300763.SZ
20240830,002984.SZ
20240830,600398.SH
20240830,688180.SH
20240830,002472.SZ
20240830,000831.SZ
20240830,600699.SH
20240830,601179.SH
20240830,002850.SZ
20240830,600863.SH
20240830,002281.SZ
20240830,601666.SH
20240830,002385.SZ
20240830,000039.SZ
20240830,000960.SZ
20240830,600143.SH
20240830,000729.SZ
20240830,600763.SH
20240830,600155.SH
20240830,600895.SH
20240830,300088.SZ
20240830,000703.SZ
20240830,600704.SH
20240830,688188.SH
20240830,300058.SZ
20240830,300866.SZ
20240830,300001.SZ
20240830,000513.SZ
20240830,002558.SZ
20240830,300003.SZ
20240830,603589.SH
20240830,002155.SZ
20240830,002195.SZ
20240830,603179.SH
20240830,601216.SH
20240830,600348.SH
20240830,000636.SZ
20240830,000021.SZ
20240830,300724.SZ
20240830,600535.SH
20240830,002025.SZ
20240830,600820.SH
20240830,601717.SH
20240830,600909.SH
20240830,600038.SH
20240830,600637.SH
20240830,600118.SH
20240830,300285.SZ
20240830,300114.SZ
20240830,000830.SZ
20240830,300073.SZ
20240830,601966.SH
20240830,600486.SH
20240830,603087.SH
20240830,300677.SZ
20240830,600060.SH
20240830,002756.SZ
20240830,603338.SH
20240830,600008.SH
20240830,603939.SH
20240830,300144.SZ
20240830,000623.SZ
20240830,600583.SH
20240830,300529.SZ
20240830,600021.SH
20240830,301358.SZ
20240830,002407.SZ
20240830,002261.SZ
20240830,300373.SZ
20240830,603816.SH
20240830,600998.SH
20240830,002152.SZ
20240830,688525.SH
20240830,688213.SH
20240830,300024.SZ
20240830,600516.SH
20240830,600563.SH
20240830,601456.SH
20240830,300146.SZ
20240830,000591.SZ
20240830,300383.SZ
20240830,300604.SZ
20240830,600546.SH
20240830,000750.SZ
20240830,000893.SZ
20240830,000921.SZ
20240830,600380.SH
20240830,002958.SZ
20240830,600511.SH
20240830,600166.SH
20240830,600392.SH
20240830,600754.SH
20240830,600867.SH
20240830,600872.SH
20240830,000060.SZ
20240830,600153.SH
20240830,002939.SZ
20240830,601665.SH
20240830,600566.SH
20240830,601016.SH
20240830,002044.SZ
20240830,600004.SH
20240830,300567.SZ
20240830,000629.SZ
20240830,601933.SH
20240830,000997.SZ
20240830,600170.SH
20240830,002500.SZ
20240830,605358.SH
20240830,002429.SZ
20240830,688065.SH
20240830,601231.SH
20240830,002244.SZ
20240830,300251.SZ
20240830,600282.SH
20240830,002653.SZ
20240830,000723.SZ
20240830,603077.SH
20240830,600498.SH
20240830,002624.SZ
20240830,002926.SZ
20240830,002414.SZ
20240830,688772.SH
20240830,300765.SZ
20240830,002065.SZ
20240830,002120.SZ
20240830,601991.SH
20240830,300487.SZ
20240830,600673.SH
20240830,601156.SH
20240830,600580.SH
20240830,600655.SH
20240830,300568.SZ
20240830,000598.SZ
20240830,600859.SH
20240830,000998.SZ
20240830,002497.SZ
20240830,600970.SH
20240830,600131.SH
20240830,002203.SZ
20240830,600816.SH
20240830,688521.SH
20240830,002056.SZ
20240830,603000.SH
20240830,000519.SZ
20240830,300390.SZ
20240830,002439.SZ
20240830,300601.SZ
20240830,601958.SH
20240830,603658.SH
20240830,002507.SZ
20240830,300438.SZ
20240830,300009.SZ
20240830,600707.SH
20240830,300253.SZ
20240830,600499.SH
20240830,603156.SH
20240830,603568.SH
20240830,600373.SH
20240830,601880.SH
20240830,603927.SH
20240830,601866.SH
20240830,688052.SH
20240830,600995.SH
20240830,603885.SH
20240830,601155.SH
20240830,600435.SH
20240830,603486.SH
20240830,600582.SH
20240830,600390.SH
20240830,600598.SH
20240830,603290.SH
20240830,603298.SH
20240830,000883.SZ
20240830,601611.SH
20240830,600325.SH
20240830,688002.SH
20240830,600416.SH
20240830,603228.SH
20240830,601098.SH
20240830,600316.SH
20240830,002299.SZ
20240830,300676.SZ
20240830,603893.SH
20240830,600378.SH
20240830,002683.SZ
20240830,300558.SZ
20240830,002430.SZ
20240830,000887.SZ
20240830,300118.SZ
20240830,688385.SH
20240830,002568.SZ
20240830,600737.SH
20240830,600129.SH
20240830,002508.SZ
20240830,300803.SZ
20240830,600968.SH
20240830,688538.SH
20240830,600271.SH
20240830,000739.SZ
20240830,300296.SZ
20240830,002506.SZ
20240830,002936.SZ
20240830,601636.SH
20240830,000818.SZ
20240830,002831.SZ
20240830,000563.SZ
20240830,000050.SZ
20240830,600062.SH
20240830,600848.SH
20240830,600959.SH
20240830,000027.SZ
20240830,688234.SH
20240830,603444.SH
20240830,688114.SH
20240830,603858.SH
20240830,600399.SH
20240830,600329.SH
20240830,601118.SH
20240830,601928.SH
20240830,688390.SH
20240830,002607.SZ
20240830,002019.SZ
20240830,600739.SH
20240830,600901.SH
20240830,000778.SZ
20240830,002572.SZ
20240830,600884.SH
